"subject","target","trial","race","object","time","response"
11,"b02",71,"black","nogun","687","correct"
12,"w04",71,"white","gun","819","correct"
13,"b94",71,"black","nogun","716","correct"
14,"b91",71,"black","nogun","721","correct"
15,"w92",71,"white","nogun","489","correct"
16,"w92",71,"white","nogun","573","correct"
17,"w17",71,"white","nogun","613","correct"
18,"b12",71,"black","nogun","713","correct"
19,"b01",71,"black","nogun","567","correct"
20,"w15",71,"white","nogun","638","correct"
21,"w92",71,"white","nogun","601","correct"
22,"b05",71,"black","nogun","583","correct"
23,"w15",71,"white","nogun","538","correct"
24,"b16",71,"black","gun","590","correct"
25,"w96",71,"white","nogun",".","timeout"
26,"b16",71,"black","nogun","583","correct"
27,"w92",71,"white","nogun","558","correct"
28,"b03",71,"black","gun","445","correct"
29,"w05",71,"white","nogun","570","incorrect"
30,"w91",71,"white","nogun","561","correct"
31,"b10",71,"black","gun","733","correct"
32,"w04",71,"white","gun","554","incorrect"
33,"w06",71,"white","nogun","613","correct"
34,"w17",71,"white","gun","705","correct"
35,"b93",71,"black","gun","609","correct"
36,"w11",71,"white","nogun","577","correct"
1,"w93",72,"white","gun","438","correct"
2,"b14",72,"black","gun","593","correct"
3,"b99",72,"black","nogun","616","correct"
4,"w98",72,"white","gun","501","correct"
5,"b04",72,"black","nogun","465","incorrect"
6,"b91",72,"black","gun","419","correct"
7,"b07",72,"black","nogun",".","timeout"
8,"b09",72,"black","nogun","628","correct"
9,"w17",72,"white","nogun","670","correct"
10,"b10",72,"black","nogun","847","correct"
11,"b17",72,"black","gun","731","correct"
12,"b03",72,"black","gun","566","correct"
13,"w07",72,"white","nogun","771","correct"
14,"w07",72,"white","gun",".","timeout"
15,"w93",72,"white","gun","474","correct"
16,"b98",72,"black","nogun","727","correct"
17,"b96",72,"black","nogun","645","correct"
18,"w96",72,"white","gun","614","incorrect"
19,"w94",72,"white","nogun","570","correct"
20,"w06",72,"white","gun","623","correct"
21,"w91",72,"white","gun","629","correct"
22,"b92",72,"black","nogun","681","correct"
23,"b90",72,"black","nogun","798","correct"
24,"b12",72,"black","nogun","811","correct"
25,"w92",72,"white","gun","740","correct"
26,"b11",72,"black","nogun","618","correct"
27,"b13",72,"black","gun","444","correct"
28,"b03",72,"black","nogun","604","correct"
29,"w05",72,"white","gun","581","correct"
30,"w95",72,"white","gun","628","correct"
31,"w96",72,"white","nogun","675","correct"
32,"w05",72,"white","gun","411","correct"
33,"b99",72,"black","gun","468","correct"
34,"w06",72,"white","gun","668","correct"
35,"w01",72,"white","gun","670","correct"
36,"w16",72,"white","gun","615","correct"
1,"b90",73,"black","nogun","849","correct"
2,"b90",73,"black","gun","517","correct"
3,"b17",73,"black","nogun","509","correct"
4,"b05",73,"black","nogun","633","correct"
5,"b97",73,"black","nogun","804","correct"
6,"b02",73,"black","nogun","559","correct"
7,"b09",73,"black","nogun","634","correct"
8,"b17",73,"black","gun","693","correct"
9,"b02",73,"black","gun","612","correct"
10,"w16",73,"white","gun","790","incorrect"
11,"w07",73,"white","gun","591","correct"
12,"b11",73,"black","gun","697","correct"
13,"b95",73,"black","gun","568","correct"
14,"b91",73,"black","gun","475","correct"
15,"b99",73,"black","nogun","553","correct"
16,"b92",73,"black","nogun","614","correct"
17,"b04",73,"black","nogun","749","correct"
18,"b14",73,"black","nogun","548","correct"
19,"w15",73,"white","nogun","527","correct"
20,"w08",73,"white","nogun","705","correct"
21,"w17",73,"white","nogun","660","correct"
22,"w97",73,"white","nogun","714","correct"
23,"b14",73,"black","nogun","642","correct"
24,"w13",73,"white","nogun","620","correct"
25,"w97",73,"white","gun","504","correct"
26,"w06",73,"white","gun","721","correct"
27,"w99",73,"white","nogun","555","correct"
28,"b13",73,"black","nogun","701","correct"
29,"b13",73,"black","gun","496","correct"
30,"w06",73,"white","nogun","848","correct"
31,"w97",73,"white","nogun","498","correct"
32,"w97",73,"white","gun","482","correct"
33,"b04",73,"black","nogun","562","correct"
34,"w16",73,"white","nogun","500","correct"
35,"b97",73,"black","nogun","770","correct"
36,"b07",73,"black","gun","528","correct"
1,"w98",74,"white","gun","459","correct"
2,"b09",74,"black","gun","579","correct"
3,"w91",74,"white","gun","712","correct"
4,"w08",74,"white","nogun","716","correct"
5,"b95",74,"black","nogun","607","correct"
6,"w16",74,"white","nogun","663","correct"
7,"w06",74,"white","nogun","638","correct"
8,"b90",74,"black","gun","665","correct"
9,"b95",74,"black","nogun","741","correct"
10,"b90",74,"black","nogun","587","correct"
11,"b91",74,"black","nogun","634","correct"
12,"b90",74,"black","nogun","594","correct"
13,"w90",74,"white","gun","554","correct"
14,"w05",74,"white","gun","464","correct"
15,"b13",74,"black","nogun","569","correct"
16,"w15",74,"white","nogun","548","correct"
17,"b98",74,"black","nogun","745","correct"
18,"b98",74,"black","gun","525","correct"
19,"w06",74,"white","gun","604","correct"
20,"w99",74,"white","gun","643","correct"
21,"w93",74,"white","gun","489","correct"
22,"b14",74,"black","gun","571","correct"
23,"w16",74,"white","nogun","558","correct"
24,"b13",74,"black","nogun","687","correct"
25,"b02",74,"black","nogun","597","correct"
26,"w16",74,"white","gun","640","correct"
27,"b92",74,"black","nogun","539","correct"
28,"w06",74,"white","gun","592","correct"
29,"b98",74,"black","gun","550","correct"
30,"w05",74,"white","gun","625","correct"
31,"w19",74,"white","gun","555","correct"
32,"w19",74,"white","nogun","624","correct"
33,"w96",74,"white","gun","630","correct"
34,"b96",74,"black","nogun","545","correct"
35,"w90",74,"white","gun","660","correct"
36,"b16",74,"black","gun","505","correct"
1,"b14",75,"black","nogun","613","correct"
2,"w92",75,"white","gun",".","timeout"
3,"b94",75,"black","nogun","732","correct"
4,"b08",75,"black","nogun","759","correct"
5,"b98",75,"black","gun","766","correct"
6,"w04",75,"white","gun","654","correct"
7,"b03",75,"black","nogun","544","correct"
8,"b13",75,"black","gun","517","correct"
9,"w16",75,"white","gun","653","correct"
10,"b91",75,"black","nogun","713","correct"
11,"b09",75,"black","gun","747","correct"
12,"w93",75,"white","nogun","682","correct"
13,"b17",75,"black","nogun","630","correct"
14,"w90",75,"white","nogun","837","correct"
15,"b12",75,"black","gun","512","correct"
16,"w13",75,"white","gun","543","correct"
17,"b16",75,"black","nogun","685","correct"
18,"w08",75,"white","nogun","764","correct"
19,"w02",75,"white","nogun","527","correct"
20,"b02",75,"black","nogun","622","correct"
21,"w96",75,"white","nogun","615","correct"
22,"b01",75,"black","nogun","494","correct"
23,"w93",75,"white","gun","525","correct"
24,"b09",75,"black","gun","591","correct"
25,"b10",75,"black","nogun",".","timeout"
26,"w08",75,"white","gun","555","correct"
27,"w03",75,"white","gun","574","incorrect"
28,"w02",75,"white","gun","447","correct"
29,"b92",75,"black","nogun","652","correct"
30,"b95",75,"black","nogun","604","correct"
31,"w97",75,"white","gun","480","correct"
32,"b92",75,"black","nogun","593","correct"
33,"w96",75,"white","nogun","690","correct"
34,"b11",75,"black","gun","639","correct"
35,"w08",75,"white","gun","772","correct"
36,"w97",75,"white","gun","502","correct"
1,"w95",76,"white","gun","695","correct"
2,"w95",76,"white","nogun","602","correct"
3,"w93",76,"white","gun","496","correct"
4,"b05",76,"black","gun","532","correct"
5,"b14",76,"black","gun","495","correct"
6,"w98",76,"white","gun","542","correct"
7,"b02",76,"black","gun","642","correct"
8,"w91",76,"white","nogun","641","correct"
9,"w94",76,"white","nogun","650","correct"
10,"w01",76,"white","nogun","685","correct"
11,"w16",76,"white","nogun","710","correct"
12,"w99",76,"white","gun","690","incorrect"
13,"b01",76,"black","gun","514","correct"
14,"w03",76,"white","gun","752","correct"
15,"w97",76,"white","nogun","568","correct"
16,"b13",76,"black","nogun","489","incorrect"
17,"w06",76,"white","nogun","624","correct"
18,"b11",76,"black","gun","594","correct"
19,"b93",76,"black","gun","564","correct"
20,"b11",76,"black","nogun","610","correct"
21,"b16",76,"black","gun","551","correct"
22,"b03",76,"black","nogun","616","correct"
23,"w13",76,"white","nogun","541","correct"
24,"b95",76,"black","gun","689","correct"
25,"b96",76,"black","gun","573","correct"
26,"w90",76,"white","nogun","635","correct"
27,"b16",76,"black","nogun","680","correct"
28,"w17",76,"white","gun","538","correct"
29,"w92",76,"white","gun","775","correct"
30,"b99",76,"black","gun","678","correct"
31,"w07",76,"white","nogun","534","correct"
32,"w03",76,"white","gun","607","correct"
33,"w16",76,"white","gun","538","incorrect"
34,"w92",76,"white","nogun","544","correct"
35,"w02",76,"white","gun","596","correct"
36,"b93",76,"black","gun","442","correct"
1,"b08",77,"black","nogun","667","correct"
2,"b91",77,"black","gun","520","correct"
3,"b12",77,"black","nogun","630","correct"
4,"b91",77,"black","nogun","641","correct"
5,"w13",77,"white","gun","586","correct"
6,"b90",77,"black","gun","567","correct"
7,"w05",77,"white","gun","521","correct"
8,"b93",77,"black","nogun","581","correct"
9,"b09",77,"black","gun","630","correct"
10,"w97",77,"white","nogun","623","correct"
11,"b92",77,"black","nogun","675","correct"
12,"b96",77,"black","nogun","582","correct"
13,"w02",77,"white","nogun","633","correct"
14,"w02",77,"white","gun","556","correct"
15,"b08",77,"black","gun","533","correct"
16,"w95",77,"white","gun","639","correct"
17,"b09",77,"black","nogun","569","correct"
18,"b03",77,"black","gun","536","correct"
19,"b93",77,"black","nogun","544","correct"
20,"w17",77,"white","gun","830","correct"
21,"b98",77,"black","nogun","801","correct"
22,"b90",77,"black","nogun","521","correct"
23,"b12",77,"black","gun","510","correct"
24,"b09",77,"black","nogun","677","correct"
25,"w98",77,"white","gun","424","correct"
26,"b10",77,"black","nogun",".","timeout"
27,"w15",77,"white","gun","513","correct"
28,"w96",77,"white","nogun","679","correct"
29,"b14",77,"black","gun","510","correct"
30,"w13",77,"white","gun","559","incorrect"
31,"b02",77,"black","gun","499","correct"
32,"b07",77,"black","nogun","684","correct"
33,"b09",77,"black","gun","573","correct"
34,"b14",77,"black","gun","515","correct"
35,"b04",77,"black","gun","561","correct"
36,"b97",77,"black","nogun","765","correct"
1,"b17",78,"black","nogun","619","correct"
2,"b11",78,"black","nogun","662","correct"
3,"b02",78,"black","gun","607","correct"
4,"w04",78,"white","nogun","565","correct"
5,"w99",78,"white","gun","785","correct"
6,"b99",78,"black","nogun","633","correct"
7,"b01",78,"black","gun","467","correct"
8,"b96",78,"black","nogun","618","correct"
9,"b07",78,"black","gun","452","correct"
10,"w99",78,"white","nogun","671","correct"
11,"w08",78,"white","nogun","700","correct"
12,"w05",78,"white","nogun","780","correct"
13,"b09",78,"black","gun",".","timeout"
14,"w15",78,"white","nogun","599","correct"
15,"w96",78,"white","gun","660","correct"
16,"w19",78,"white","gun","565","correct"
17,"w08",78,"white","gun","724","correct"
18,"b02",78,"black","nogun","525","correct"
19,"w99",78,"white","nogun","580","correct"
20,"w95",78,"white","gun","795","correct"
21,"b90",78,"black","nogun","588","correct"
22,"b10",78,"black","gun","722","correct"
23,"w02",78,"white","nogun","511","correct"
24,"w90",78,"white","gun","556","correct"
25,"w02",78,"white","nogun","466","correct"
26,"b04",78,"black","nogun","634","correct"
27,"b04",78,"black","gun","569","correct"
28,"w99",78,"white","gun","498","correct"
29,"w99",78,"white","nogun","618","correct"
30,"b16",78,"black","gun","518","correct"
31,"b07",78,"black","gun","516","correct"
32,"b04",78,"black","nogun","625","correct"
33,"b14",78,"black","gun","476","correct"
34,"w98",78,"white","gun","518","correct"
35,"w06",78,"white","gun","531","correct"
36,"b95",78,"black","nogun","658","correct"
1,"w16",79,"white","nogun","631","correct"
2,"w16",79,"white","nogun","633","correct"
3,"b17",79,"black","gun","594","correct"
4,"w99",79,"white","gun","585","correct"
5,"b93",79,"black","gun","623","correct"
6,"b08",79,"black","nogun","674","correct"
7,"b11",79,"black","gun","732","correct"
8,"w02",79,"white","gun","582","correct"
9,"w02",79,"white","nogun","696","correct"
10,"w06",79,"white","nogun","625","correct"
11,"b93",79,"black","nogun","654","correct"
12,"b13",79,"black","gun","573","correct"
13,"b04",79,"black","gun","632","correct"
14,"w97",79,"white","gun","559","correct"
15,"b94",79,"black","nogun","641","correct"
16,"w02",79,"white","gun","551","correct"
17,"b99",79,"black","gun","560","correct"
18,"b96",79,"black","gun","538","correct"
19,"w91",79,"white","nogun","571","correct"
20,"b07",79,"black","gun","551","correct"
21,"w15",79,"white","nogun","551","correct"
22,"w93",79,"white","nogun","572","correct"
23,"w94",79,"white","gun","538","correct"
24,"w11",79,"white","gun","660","correct"
25,"b04",79,"black","nogun","630","correct"
26,"b01",79,"black","nogun","618","correct"
27,"b01",79,"black","gun","501","correct"
28,"w02",79,"white","nogun","558","correct"
29,"b95",79,"black","gun","535","correct"
30,"w04",79,"white","gun","615","correct"
31,"w15",79,"white","nogun","526","correct"
32,"b02",79,"black","gun","553","correct"
33,"b08",79,"black","gun","442","correct"
34,"b93",79,"black","nogun","578","correct"
35,"b08",79,"black","gun","489","correct"
36,"b04",79,"black","gun","509","correct"
1,"b91",80,"black","nogun","620","correct"
2,"w13",80,"white","gun","613","correct"
3,"b98",80,"black","gun","465","correct"
4,"b17",80,"black","gun","708","correct"
5,"b94",80,"black","gun","462","correct"
6,"w04",80,"white","nogun","666","correct"
7,"w15",80,"white","gun","474","correct"
8,"w19",80,"white","gun","660","correct"
9,"b10",80,"black","nogun","740","correct"
10,"w15",80,"white","gun","623","correct"
11,"w01",80,"white","gun","647","correct"
12,"w16",80,"white","nogun","602","correct"
13,"w95",80,"white","nogun","653","correct"
14,"b13",80,"black","gun","750","correct"
15,"w91",80,"white","nogun","548","correct"
16,"b08",80,"black","gun","490","correct"
17,"b12",80,"black","nogun","753","correct"
18,"b08",80,"black","nogun","670","correct"
19,"w91",80,"white","gun","637","correct"
20,"b01",80,"black","gun","499","correct"
21,"b12",80,"black","nogun","555","incorrect"
22,"b07",80,"black","gun","550","correct"
23,"b95",80,"black","gun","545","correct"
24,"b96",80,"black","gun","511","correct"
25,"w07",80,"white","gun","563","correct"
26,"b13",80,"black","gun","524","correct"
27,"b93",80,"black","nogun","622","correct"
28,"w19",80,"white","gun","487","correct"
29,"w90",80,"white","gun","535","correct"
30,"b03",80,"black","nogun","659","correct"
31,"b95",80,"black","nogun","553","correct"
32,"b94",80,"black","gun","578","correct"
33,"w01",80,"white","nogun","568","correct"
34,"w02",80,"white","gun","449","correct"
35,"w97",80,"white","nogun","665","correct"
36,"b99",80,"black","nogun","568","correct"
1,"b99",81,"black","nogun","653","correct"
2,"w08",81,"white","nogun","687","correct"
3,"b07",81,"black","gun","411","correct"
4,"w92",81,"white","nogun","571","correct"
5,"w02",81,"white","nogun","557","correct"
6,"w08",81,"white","gun","554","correct"
7,"w07",81,"white","nogun","626","correct"
8,"b17",81,"black","nogun","677","correct"
9,"b99",81,"black","nogun","543","correct"
10,"b97",81,"black","nogun",".","timeout"
11,"b98",81,"black","nogun","814","incorrect"
12,"b91",81,"black","nogun","612","correct"
13,"b97",81,"black","nogun","809","correct"
14,"w19",81,"white","nogun","845","correct"
15,"w94",81,"white","nogun","581","correct"
16,"b98",81,"black","gun","487","correct"
17,"b07",81,"black","nogun","806","correct"
18,"b13",81,"black","nogun","628","correct"
19,"b91",81,"black","nogun","567","correct"
20,"w13",81,"white","gun","605","correct"
21,"b92",81,"black","gun","750","correct"
22,"w17",81,"white","gun","765","correct"
23,"w93",81,"white","nogun","644","correct"
24,"w19",81,"white","nogun","702","correct"
25,"w03",81,"white","nogun","660","correct"
26,"b13",81,"black","nogun","555","correct"
27,"w93",81,"white","gun","526","correct"
28,"b92",81,"black","gun","563","correct"
29,"w07",81,"white","nogun","591","correct"
30,"w03",81,"white","gun","574","correct"
31,"w95",81,"white","nogun","609","correct"
32,"w98",81,"white","nogun","587","correct"
33,"w17",81,"white","gun","697","correct"
34,"w13",81,"white","gun","554","correct"
35,"w06",81,"white","nogun",".","timeout"
36,"w99",81,"white","nogun","686","correct"
1,"b13",82,"black","nogun","819","correct"
2,"w96",82,"white","gun","579","correct"
3,"b90",82,"black","nogun","654","correct"
4,"w08",82,"white","gun","504","correct"
5,"w17",82,"white","nogun","781","correct"
6,"w06",82,"white","gun","661","correct"
7,"w01",82,"white","nogun","679","correct"
8,"w94",82,"white","gun","549","correct"
9,"w11",82,"white","gun","629","correct"
10,"b94",82,"black","gun","591","correct"
11,"b16",82,"black","gun","615","correct"
12,"w98",82,"white","nogun","720","correct"
13,"w08",82,"white","nogun","768","correct"
14,"b02",82,"black","nogun","612","correct"
15,"b94",82,"black","gun","530","correct"
16,"w11",82,"white","nogun","444","incorrect"
17,"w96",82,"white","gun","793","correct"
18,"b13",82,"black","gun","517","correct"
19,"w92",82,"white","gun","755","correct"
20,"w03",82,"white","nogun",".","timeout"
21,"w02",82,"white","nogun","543","correct"
22,"w97",82,"white","gun","651","correct"
23,"b97",82,"black","nogun","626","correct"
24,"w96",82,"white","gun","578","correct"
25,"w90",82,"white","gun","476","correct"
26,"w08",82,"white","nogun","602","correct"
27,"w94",82,"white","nogun","586","correct"
28,"w90",82,"white","gun","455","correct"
29,"w13",82,"white","gun","620","correct"
30,"w95",82,"white","nogun","712","correct"
31,"w02",82,"white","nogun","514","correct"
32,"b14",82,"black","nogun","542","correct"
33,"b17",82,"black","nogun","535","correct"
34,"b90",82,"black","gun","615","correct"
35,"w01",82,"white","nogun","589","correct"
36,"w02",82,"white","gun","611","correct"
1,"b02",83,"black","gun","590","correct"
2,"w13",83,"white","nogun","674","correct"
3,"b92",83,"black","nogun","656","correct"
4,"b97",83,"black","gun","617","correct"
5,"b16",83,"black","gun","776","correct"
6,"w17",83,"white","gun","698","correct"
7,"w13",83,"white","gun","540","correct"
8,"b10",83,"black","nogun","809","correct"
9,"b97",83,"black","gun",".","timeout"
10,"b05",83,"black","nogun","617","correct"
11,"w99",83,"white","gun","532","correct"
12,"w97",83,"white","nogun","617","correct"
13,"b14",83,"black","gun","633","correct"
14,"w16",83,"white","gun","560","correct"
15,"b08",83,"black","nogun","593","correct"
16,"w05",83,"white","nogun",".","timeout"
17,"w05",83,"white","gun","595","correct"
18,"w14",83,"white","nogun","735","correct"
19,"b95",83,"black","nogun","634","correct"
20,"w98",83,"white","nogun","705","correct"
21,"w98",83,"white","gun","620","correct"
22,"b97",83,"black","nogun","608","correct"
23,"b10",83,"black","nogun","825","correct"
24,"w11",83,"white","nogun","627","correct"
25,"b11",83,"black","gun","611","correct"
26,"w19",83,"white","nogun","597","correct"
27,"w02",83,"white","nogun","604","correct"
28,"w05",83,"white","gun","496","correct"
29,"b09",83,"black","nogun","733","correct"
30,"b04",83,"black","nogun","628","correct"
31,"w16",83,"white","gun","717","correct"
32,"b09",83,"black","nogun","494","correct"
33,"b95",83,"black","gun","512","correct"
34,"b05",83,"black","nogun","593","correct"
35,"w14",83,"white","nogun","592","correct"
36,"w02",83,"white","nogun","540","correct"
1,"w19",84,"white","nogun","648","correct"
2,"b96",84,"black","gun","554","correct"
3,"b96",84,"black","gun","482","correct"
4,"b07",84,"black","gun","461","correct"
5,"w94",84,"white","nogun","741","correct"
6,"w05",84,"white","gun","481","correct"
7,"w99",84,"white","gun","497","correct"
8,"w07",84,"white","nogun","609","correct"
9,"b94",84,"black","nogun","776","correct"
10,"w97",84,"white","gun","497","correct"
11,"b05",84,"black","nogun","749","correct"
12,"b14",84,"black","nogun","682","correct"
13,"w92",84,"white","gun","761","correct"
14,"w07",84,"white","nogun","498","correct"
15,"b92",84,"black","nogun","624","correct"
16,"b12",84,"black","nogun","748","correct"
17,"b17",84,"black","nogun","676","correct"
18,"b91",84,"black","gun","755","correct"
19,"b92",84,"black","nogun","709","correct"
20,"b94",84,"black","nogun","681","correct"
21,"b01",84,"black","nogun","583","correct"
22,"b04",84,"black","gun","604","correct"
23,"b07",84,"black","nogun","600","correct"
24,"b90",84,"black","nogun","743","correct"
25,"w04",84,"white","gun","570","correct"
26,"b09",84,"black","gun","560","incorrect"
27,"b99",84,"black","nogun","583","correct"
28,"b01",84,"black","gun","537","correct"
29,"b96",84,"black","nogun","598","correct"
30,"w93",84,"white","nogun","652","correct"
31,"w16",84,"white","nogun","693","correct"
32,"b90",84,"black","nogun","526","correct"
33,"w92",84,"white","nogun","507","correct"
34,"w91",84,"white","gun","553","correct"
35,"b91",84,"black","gun","645","correct"
36,"b99",84,"black","gun","523","correct"
1,"w04",85,"white","nogun","564","correct"
2,"b16",85,"black","gun","532","correct"
3,"w03",85,"white","gun","502","correct"
4,"b07",85,"black","nogun","706","correct"
5,"b08",85,"black","gun","605","correct"
6,"b14",85,"black","nogun","656","correct"
7,"w14",85,"white","gun","419","correct"
8,"b95",85,"black","gun","599","correct"
9,"b08",85,"black","nogun",".","timeout"
10,"b11",85,"black","nogun","793","correct"
11,"w17",85,"white","nogun","641","correct"
12,"w96",85,"white","gun","590","correct"
13,"w92",85,"white","nogun","725","correct"
14,"w99",85,"white","nogun","665","correct"
15,"b97",85,"black","gun","491","correct"
16,"w97",85,"white","gun","599","correct"
17,"b09",85,"black","gun","840","correct"
18,"w17",85,"white","gun","597","incorrect"
19,"w05",85,"white","gun","596","correct"
20,"w16",85,"white","gun","640","correct"
21,"b94",85,"black","gun","593","correct"
22,"w05",85,"white","gun","479","correct"
23,"b17",85,"black","nogun","652","correct"
24,"w06",85,"white","gun","626","correct"
25,"b12",85,"black","nogun","646","incorrect"
26,"w04",85,"white","nogun","686","correct"
27,"b09",85,"black","gun","713","correct"
28,"b97",85,"black","gun","470","correct"
29,"b16",85,"black","nogun","667","correct"
30,"b03",85,"black","gun","643","correct"
31,"w91",85,"white","nogun","545","correct"
32,"w01",85,"white","gun","565","correct"
33,"b93",85,"black","gun","464","correct"
34,"w93",85,"white","nogun","576","correct"
35,"w03",85,"white","gun","535","correct"
36,"w17",85,"white","nogun","631","correct"
1,"b96",86,"black","nogun","448","correct"
2,"b13",86,"black","nogun","709","correct"
3,"w16",86,"white","nogun","624","correct"
4,"w03",86,"white","nogun","713","correct"
5,"w02",86,"white","gun","594","correct"
6,"w93",86,"white","nogun","613","correct"
7,"w11",86,"white","nogun","653","correct"
8,"w98",86,"white","gun","606","correct"
9,"w94",86,"white","gun","493","correct"
10,"b96",86,"black","gun","555","correct"
11,"b98",86,"black","gun","524","correct"
12,"b17",86,"black","gun","657","correct"
13,"w96",86,"white","nogun",".","timeout"
14,"w94",86,"white","gun",".","timeout"
15,"w05",86,"white","nogun","617","correct"
16,"w03",86,"white","gun","711","correct"
17,"b94",86,"black","gun","592","correct"
18,"w11",86,"white","nogun","624","correct"
19,"w95",86,"white","nogun","622","correct"
20,"w90",86,"white","nogun","651","correct"
21,"w17",86,"white","gun",".","timeout"
22,"w08",86,"white","nogun","738","correct"
23,"b02",86,"black","gun","563","correct"
24,"b99",86,"black","nogun","760","correct"
25,"b99",86,"black","nogun","628","correct"
26,"b02",86,"black","nogun","667","correct"
27,"w96",86,"white","nogun","792","correct"
28,"b90",86,"black","nogun","628","correct"
29,"b97",86,"black","nogun","682","correct"
30,"b17",86,"black","gun","687","correct"
31,"b93",86,"black","nogun","613","correct"
32,"w90",86,"white","gun","434","correct"
33,"b07",86,"black","gun","467","correct"
34,"w96",86,"white","gun","636","correct"
35,"b10",86,"black","gun","618","correct"
36,"b98",86,"black","nogun","739","correct"
1,"b03",87,"black","gun","510","correct"
2,"b12",87,"black","gun","563","correct"
3,"b96",87,"black","nogun","524","correct"
4,"b09",87,"black","gun","592","correct"
5,"w05",87,"white","gun","659","correct"
6,"w03",87,"white","nogun","497","incorrect"
7,"b13",87,"black","nogun","799","correct"
8,"b12",87,"black","nogun","783","correct"
9,"b05",87,"black","nogun","544","correct"
10,"w05",87,"white","nogun","635","correct"
11,"w07",87,"white","nogun","578","correct"
12,"w16",87,"white","gun","591","correct"
13,"w01",87,"white","gun","663","correct"
14,"b12",87,"black","nogun","666","correct"
15,"b03",87,"black","gun","462","correct"
16,"w93",87,"white","gun","543","correct"
17,"b01",87,"black","nogun","629","correct"
18,"w05",87,"white","gun","498","correct"
19,"w96",87,"white","nogun",".","timeout"
20,"b05",87,"black","nogun","750","correct"
21,"b90",87,"black","gun","536","correct"
22,"w13",87,"white","nogun","632","correct"
23,"w95",87,"white","gun","734","correct"
24,"w14",87,"white","gun","653","correct"
25,"w17",87,"white","nogun","661","correct"
26,"w94",87,"white","gun","528","correct"
27,"w14",87,"white","nogun","629","correct"
28,"w04",87,"white","nogun","520","correct"
29,"b12",87,"black","gun","612","correct"
30,"w90",87,"white","gun","596","correct"
31,"b05",87,"black","nogun","721","correct"
32,"b97",87,"black","gun","433","correct"
33,"b01",87,"black","nogun","542","correct"
34,"w14",87,"white","nogun","536","correct"
35,"b98",87,"black","gun","715","correct"
36,"b05",87,"black","gun","633","correct"
1,"w92",88,"white","gun",".","timeout"
2,"w11",88,"white","nogun","591","correct"
3,"w08",88,"white","gun","483","correct"
4,"w04",88,"white","gun","649","correct"
5,"w11",88,"white","gun","529","correct"
6,"w93",88,"white","gun","540","correct"
7,"w91",88,"white","nogun","561","correct"
8,"w01",88,"white","nogun","693","correct"
9,"b98",88,"black","nogun","589","correct"
10,"b95",88,"black","nogun","592","correct"
11,"b13",88,"black","gun","560","correct"
12,"b14",88,"black","gun","529","correct"
13,"w05",88,"white","gun","543","correct"
14,"b97",88,"black","nogun","590","correct"
15,"b92",88,"black","gun","605","correct"
16,"w08",88,"white","gun","574","correct"
17,"w04",88,"white","nogun","647","correct"
18,"w16",88,"white","gun","827","correct"
19,"b99",88,"black","gun","470","correct"
20,"b16",88,"black","gun","576","correct"
21,"b93",88,"black","gun","722","correct"
22,"w95",88,"white","gun","717","correct"
23,"b17",88,"black","gun","790","correct"
24,"b96",88,"black","nogun","530","correct"
25,"b97",88,"black","nogun","695","correct"
26,"w16",88,"white","nogun","600","correct"
27,"w92",88,"white","gun","790","correct"
28,"b09",88,"black","gun","616","correct"
29,"b93",88,"black","gun","482","correct"
30,"b02",88,"black","gun","684","correct"
31,"w93",88,"white","nogun","575","correct"
32,"w06",88,"white","nogun","583","correct"
33,"w98",88,"white","gun","440","correct"
34,"b93",88,"black","gun","468","correct"
35,"w94",88,"white","gun","504","correct"
36,"w91",88,"white","nogun","564","correct"
1,"b05",89,"black","nogun","663","correct"
2,"b92",89,"black","gun","551","correct"
3,"w14",89,"white","nogun","562","correct"
4,"w91",89,"white","gun","512","correct"
5,"w96",89,"white","nogun","714","correct"
6,"b94",89,"black","nogun","581","correct"
7,"w92",89,"white","nogun","640","correct"
8,"b12",89,"black","gun","674","correct"
9,"w97",89,"white","gun","497","correct"
10,"w17",89,"white","nogun","622","correct"
11,"w96",89,"white","gun","647","correct"
12,"b07",89,"black","nogun","716","correct"
13,"b97",89,"black","gun","696","correct"
14,"b10",89,"black","gun","642","incorrect"
15,"w19",89,"white","gun","464","correct"
16,"b96",89,"black","nogun","505","correct"
17,"b08",89,"black","gun","571","correct"
18,"w13",89,"white","gun","598","correct"
19,"w11",89,"white","gun","486","correct"
20,"w04",89,"white","gun","538","correct"
21,"w99",89,"white","gun","592","correct"
22,"b11",89,"black","gun","584","correct"
23,"b08",89,"black","nogun","680","correct"
24,"w19",89,"white","gun","477","correct"
25,"b90",89,"black","gun","633","correct"
26,"w94",89,"white","nogun","562","correct"
27,"w13",89,"white","nogun","548","correct"
28,"w01",89,"white","gun","538","correct"
29,"w93",89,"white","gun","652","correct"
30,"b92",89,"black","gun","572","correct"
31,"b01",89,"black","gun","492","correct"
32,"b92",89,"black","gun","530","correct"
33,"w06",89,"white","gun","770","correct"
34,"b10",89,"black","gun","525","incorrect"
35,"w95",89,"white","nogun","844","correct"
36,"w94",89,"white","gun","592","correct"
1,"b16",90,"black","gun","442","correct"
2,"w91",90,"white","nogun","593","correct"
3,"w94",90,"white","gun","530","correct"
4,"w90",90,"white","nogun","618","correct"
5,"b13",90,"black","gun","540","correct"
