"subject","target","trial","race","object","time","response"
16,"w90",52,"white","gun","509","correct"
17,"w91",52,"white","nogun","598","correct"
18,"b91",52,"black","nogun","664","correct"
19,"w16",52,"white","gun","578","incorrect"
20,"w02",52,"white","gun","605","correct"
21,"b96",52,"black","nogun","452","correct"
22,"b17",52,"black","gun","668","correct"
23,"w90",52,"white","gun","461","correct"
24,"w04",52,"white","nogun","671","correct"
25,"w14",52,"white","gun","449","correct"
26,"w15",52,"white","nogun","525","correct"
27,"w05",52,"white","nogun","484","incorrect"
28,"w19",52,"white","nogun","665","correct"
29,"b04",52,"black","nogun","797","correct"
30,"b14",52,"black","gun","565","correct"
31,"w04",52,"white","gun","548","correct"
32,"b03",52,"black","gun","477","correct"
33,"w07",52,"white","gun","591","correct"
34,"w19",52,"white","nogun","590","correct"
35,"b12",52,"black","nogun","812","correct"
36,"b12",52,"black","nogun",".","timeout"
1,"w93",53,"white","nogun","813","correct"
2,"b01",53,"black","gun","495","correct"
3,"w13",53,"white","gun","527","correct"
4,"b02",53,"black","gun","540","correct"
5,"b91",53,"black","gun","514","correct"
6,"w94",53,"white","nogun","569","correct"
7,"w14",53,"white","nogun","647","correct"
8,"b02",53,"black","gun","608","correct"
9,"b01",53,"black","gun","644","correct"
10,"w14",53,"white","gun","538","correct"
11,"w15",53,"white","gun","484","correct"
12,"b12",53,"black","gun","715","correct"
13,"b12",53,"black","nogun","822","correct"
14,"w01",53,"white","nogun","681","correct"
15,"b96",53,"black","nogun","731","correct"
16,"b90",53,"black","nogun","626","correct"
17,"b95",53,"black","nogun",".","timeout"
18,"w94",53,"white","gun","506","correct"
19,"b08",53,"black","nogun","612","correct"
20,"w19",53,"white","gun","588","incorrect"
21,"w95",53,"white","gun","702","correct"
22,"b96",53,"black","gun","553","correct"
23,"w01",53,"white","gun","639","correct"
24,"b94",53,"black","nogun","699","correct"
25,"b94",53,"black","gun","496","correct"
26,"w91",53,"white","nogun","536","correct"
27,"w17",53,"white","nogun",".","timeout"
28,"w91",53,"white","nogun","581","correct"
29,"b11",53,"black","nogun","544","correct"
30,"w97",53,"white","nogun","600","correct"
31,"w05",53,"white","gun","441","correct"
32,"w95",53,"white","gun","695","correct"
33,"b11",53,"black","nogun","528","correct"
34,"w07",53,"white","nogun","550","correct"
35,"w97",53,"white","gun","586","correct"
36,"w05",53,"white","gun","495","correct"
1,"b09",54,"black","nogun","693","correct"
2,"b95",54,"black","nogun","746","correct"
3,"b16",54,"black","gun","448","correct"
4,"b04",54,"black","nogun","611","correct"
5,"b13",54,"black","nogun","711","correct"
6,"w11",54,"white","nogun","560","correct"
7,"w96",54,"white","nogun",".","timeout"
8,"b04",54,"black","nogun","580","correct"
9,"w07",54,"white","gun","736","correct"
10,"w96",54,"white","gun","718","correct"
11,"b08",54,"black","gun","526","correct"
12,"w91",54,"white","nogun","630","correct"
13,"w06",54,"white","nogun","755","correct"
14,"b09",54,"black","nogun","622","correct"
15,"b05",54,"black","nogun","666","correct"
16,"b07",54,"black","nogun","656","correct"
17,"b17",54,"black","gun","621","correct"
18,"b09",54,"black","nogun","620","correct"
19,"w98",54,"white","gun","620","correct"
20,"b03",54,"black","gun","536","correct"
21,"b05",54,"black","gun","577","correct"
22,"w90",54,"white","nogun","691","correct"
23,"w04",54,"white","nogun","637","correct"
24,"w90",54,"white","nogun","677","correct"
25,"w06",54,"white","nogun","564","correct"
26,"w13",54,"white","gun","515","correct"
27,"b07",54,"black","nogun","713","correct"
28,"b11",54,"black","nogun","567","correct"
29,"w08",54,"white","gun","541","correct"
30,"w98",54,"white","nogun","600","correct"
31,"w08",54,"white","gun","529","correct"
32,"b96",54,"black","gun","514","correct"
33,"w01",54,"white","gun","565","correct"
34,"w15",54,"white","nogun","452","correct"
35,"b09",54,"black","nogun","638","correct"
36,"b02",54,"black","nogun","594","correct"
1,"b09",55,"black","gun","751","correct"
2,"w03",55,"white","gun","548","correct"
3,"w16",55,"white","gun","521","correct"
4,"w05",55,"white","nogun","673","correct"
5,"b92",55,"black","gun","500","correct"
6,"b10",55,"black","nogun","701","correct"
7,"w03",55,"white","nogun","826","correct"
8,"b97",55,"black","nogun","711","correct"
9,"b11",55,"black","gun","545","correct"
10,"w06",55,"white","gun","559","correct"
11,"b11",55,"black","gun","701","correct"
12,"b05",55,"black","nogun","815","correct"
13,"b90",55,"black","nogun","668","correct"
14,"b08",55,"black","nogun","781","correct"
15,"b12",55,"black","nogun","826","correct"
16,"b14",55,"black","gun","500","correct"
17,"b97",55,"black","gun","641","correct"
18,"b90",55,"black","gun","644","correct"
19,"w04",55,"white","gun","636","correct"
20,"b96",55,"black","nogun","577","correct"
21,"b10",55,"black","gun","639","correct"
22,"w19",55,"white","gun","568","correct"
23,"w91",55,"white","nogun","652","correct"
24,"w05",55,"white","gun","527","correct"
25,"b92",55,"black","gun","573","correct"
26,"b94",55,"black","gun","450","correct"
27,"w95",55,"white","gun","742","correct"
28,"w17",55,"white","nogun","537","correct"
29,"b01",55,"black","gun","608","correct"
30,"w99",55,"white","gun",".","timeout"
31,"w11",55,"white","nogun","641","correct"
32,"b01",55,"black","nogun","558","correct"
33,"b92",55,"black","gun","481","correct"
34,"b02",55,"black","nogun","523","correct"
35,"w07",55,"white","gun","717","correct"
36,"w99",55,"white","gun","624","correct"
1,"w01",56,"white","nogun","761","correct"
2,"b90",56,"black","nogun",".","timeout"
3,"b91",56,"black","gun","431","correct"
4,"b10",56,"black","nogun","663","correct"
5,"b91",56,"black","nogun","603","correct"
6,"w01",56,"white","gun","489","correct"
7,"w08",56,"white","gun","628","correct"
8,"w13",56,"white","gun","605","correct"
9,"b17",56,"black","nogun","610","correct"
10,"b98",56,"black","gun","456","correct"
11,"b94",56,"black","nogun","623","correct"
12,"b13",56,"black","nogun",".","timeout"
13,"w16",56,"white","gun","668","correct"
14,"w92",56,"white","nogun","617","correct"
15,"b14",56,"black","nogun","643","correct"
16,"b14",56,"black","nogun","661","correct"
17,"b07",56,"black","gun","506","correct"
18,"b92",56,"black","gun","685","correct"
19,"w07",56,"white","gun","516","correct"
20,"w03",56,"white","gun","616","incorrect"
21,"b01",56,"black","gun","524","correct"
22,"w08",56,"white","gun","742","correct"
23,"b99",56,"black","gun","473","correct"
24,"b03",56,"black","gun","523","correct"
25,"b01",56,"black","nogun","650","correct"
26,"b04",56,"black","gun","495","correct"
27,"w01",56,"white","nogun","589","correct"
28,"b08",56,"black","gun","457","correct"
29,"w98",56,"white","nogun","575","correct"
30,"w04",56,"white","nogun","606","correct"
31,"w06",56,"white","nogun","643","correct"
32,"b16",56,"black","gun","519","correct"
33,"w91",56,"white","gun","486","correct"
34,"b99",56,"black","gun","543","correct"
35,"w95",56,"white","gun","696","correct"
36,"w03",56,"white","gun","609","correct"
1,"b08",57,"black","gun","603","correct"
2,"b96",57,"black","nogun","672","correct"
3,"w02",57,"white","gun","429","correct"
4,"w91",57,"white","nogun","501","correct"
5,"w14",57,"white","gun","521","correct"
6,"w90",57,"white","nogun","592","correct"
7,"w90",57,"white","gun","546","correct"
8,"b10",57,"black","gun","733","correct"
9,"b03",57,"black","nogun","591","correct"
10,"b12",57,"black","nogun","461","incorrect"
11,"w13",57,"white","gun","592","correct"
12,"b91",57,"black","gun","446","correct"
13,"b03",57,"black","nogun","571","correct"
14,"w08",57,"white","gun","639","correct"
15,"b11",57,"black","gun","521","correct"
16,"w99",57,"white","nogun","663","correct"
17,"b03",57,"black","nogun","701","correct"
18,"w15",57,"white","gun","525","correct"
19,"w19",57,"white","gun","523","correct"
20,"b90",57,"black","gun","511","correct"
21,"w99",57,"white","nogun","349","correct"
22,"w91",57,"white","gun","721","correct"
23,"b04",57,"black","gun","527","correct"
24,"b01",57,"black","nogun","792","correct"
25,"b14",57,"black","nogun","613","correct"
26,"w96",57,"white","gun","467","correct"
27,"b08",57,"black","nogun",".","timeout"
28,"w97",57,"white","gun","473","correct"
29,"b07",57,"black","gun","460","correct"
30,"b16",57,"black","nogun","637","correct"
31,"b10",57,"black","nogun",".","timeout"
32,"w91",57,"white","nogun","566","correct"
33,"w92",57,"white","gun","516","correct"
34,"b11",57,"black","nogun","592","correct"
35,"b02",57,"black","gun","609","correct"
36,"w93",57,"white","gun","487","correct"
1,"w03",58,"white","nogun","751","correct"
2,"b98",58,"black","gun","691","correct"
3,"b95",58,"black","nogun","671","correct"
4,"w17",58,"white","nogun","558","correct"
5,"w03",58,"white","gun","727","correct"
6,"w16",58,"white","gun","625","correct"
7,"w04",58,"white","gun","608","correct"
8,"b08",58,"black","nogun","748","correct"
9,"w90",58,"white","gun","518","correct"
10,"b93",58,"black","nogun","644","correct"
11,"w90",58,"white","nogun","660","correct"
12,"w17",58,"white","nogun","631","correct"
13,"w98",58,"white","nogun","734","correct"
14,"b96",58,"black","nogun","556","correct"
15,"b17",58,"black","nogun","614","correct"
16,"b01",58,"black","nogun","639","correct"
17,"w13",58,"white","gun","747","correct"
18,"w96",58,"white","nogun","744","correct"
19,"b03",58,"black","gun","435","correct"
20,"b12",58,"black","gun","497","correct"
21,"w08",58,"white","nogun","724","correct"
22,"b97",58,"black","gun","588","correct"
23,"w05",58,"white","nogun","778","correct"
24,"b93",58,"black","nogun","667","correct"
25,"w94",58,"white","nogun","601","correct"
26,"b93",58,"black","nogun","598","correct"
27,"b98",58,"black","nogun","577","correct"
28,"b07",58,"black","nogun","609","correct"
29,"w16",58,"white","gun","737","correct"
30,"b94",58,"black","gun","615","correct"
31,"b11",58,"black","nogun","631","correct"
32,"b97",58,"black","nogun",".","timeout"
33,"w17",58,"white","nogun","435","incorrect"
34,"b14",58,"black","nogun","631","correct"
35,"b14",58,"black","gun","461","correct"
36,"b93",58,"black","nogun","597","correct"
1,"w01",59,"white","gun","555","correct"
2,"w19",59,"white","gun","593","correct"
3,"w94",59,"white","nogun","686","correct"
4,"b10",59,"black","gun","771","correct"
5,"w04",59,"white","gun","447","correct"
6,"w19",59,"white","nogun","604","correct"
7,"b14",59,"black","gun","577","correct"
8,"w01",59,"white","gun","738","correct"
9,"w96",59,"white","nogun","699","correct"
10,"b16",59,"black","gun","429","incorrect"
11,"w11",59,"white","gun","514","correct"
12,"w08",59,"white","gun","676","incorrect"
13,"w97",59,"white","nogun","637","correct"
14,"b90",59,"black","gun","683","correct"
15,"b98",59,"black","nogun","662","correct"
16,"b17",59,"black","nogun","622","correct"
17,"w94",59,"white","gun","544","correct"
18,"w07",59,"white","gun","455","correct"
19,"w94",59,"white","gun","554","correct"
20,"b12",59,"black","nogun","837","correct"
21,"w04",59,"white","gun","547","correct"
22,"b95",59,"black","nogun","631","correct"
23,"b94",59,"black","gun","469","correct"
24,"w15",59,"white","nogun","684","correct"
25,"w91",59,"white","nogun","570","correct"
26,"w99",59,"white","nogun","643","correct"
27,"b91",59,"black","gun","521","correct"
28,"w03",59,"white","gun","712","correct"
29,"w15",59,"white","nogun","528","correct"
30,"w11",59,"white","gun","578","correct"
31,"w02",59,"white","gun","516","incorrect"
32,"w94",59,"white","gun","529","correct"
33,"b97",59,"black","gun","527","correct"
34,"w95",59,"white","nogun","489","correct"
35,"w92",59,"white","nogun","639","correct"
36,"w90",59,"white","gun","661","correct"
1,"b10",60,"black","gun",".","timeout"
2,"b01",60,"black","nogun","721","correct"
3,"b10",60,"black","gun","656","correct"
4,"b12",60,"black","nogun","688","correct"
5,"b16",60,"black","nogun","566","correct"
6,"b01",60,"black","gun","558","correct"
7,"b08",60,"black","nogun","780","correct"
8,"b08",60,"black","gun","508","correct"
9,"b05",60,"black","gun","518","correct"
10,"b13",60,"black","gun","574","correct"
11,"w93",60,"white","nogun","604","correct"
12,"w17",60,"white","gun","620","correct"
13,"w93",60,"white","gun","592","correct"
14,"w94",60,"white","nogun","691","correct"
15,"b97",60,"black","nogun","745","correct"
16,"b03",60,"black","gun","528","correct"
17,"w19",60,"white","nogun","618","correct"
18,"b94",60,"black","nogun","614","correct"
19,"b12",60,"black","nogun","734","correct"
20,"b10",60,"black","nogun","839","correct"
21,"w94",60,"white","nogun","640","correct"
22,"b12",60,"black","nogun","755","correct"
23,"b12",60,"black","nogun","846","correct"
24,"w01",60,"white","nogun","704","correct"
25,"w06",60,"white","gun","584","correct"
26,"b96",60,"black","gun","572","correct"
27,"b02",60,"black","gun","622","correct"
28,"b17",60,"black","gun","607","correct"
29,"b12",60,"black","nogun","846","correct"
30,"w14",60,"white","gun","559","correct"
31,"w17",60,"white","nogun","576","correct"
32,"w16",60,"white","gun","576","correct"
33,"b17",60,"black","gun","740","correct"
34,"b95",60,"black","nogun","520","correct"
35,"w99",60,"white","gun","699","correct"
36,"b01",60,"black","nogun","520","correct"
1,"b95",61,"black","nogun","661","correct"
2,"b05",61,"black","gun","591","correct"
3,"w99",61,"white","nogun","566","correct"
4,"b93",61,"black","nogun","491","correct"
5,"w92",61,"white","gun","734","correct"
6,"b92",61,"black","nogun","586","correct"
7,"w93",61,"white","nogun","623","correct"
8,"b16",61,"black","nogun","687","correct"
9,"w96",61,"white","gun","529","correct"
10,"b17",61,"black","nogun","638","correct"
11,"b97",61,"black","nogun","701","correct"
12,"b08",61,"black","gun","536","correct"
13,"w02",61,"white","gun","835","correct"
14,"w96",61,"white","gun","617","correct"
15,"w03",61,"white","gun","559","correct"
16,"w91",61,"white","nogun","581","correct"
17,"b08",61,"black","nogun","682","correct"
18,"w11",61,"white","gun","617","correct"
19,"b90",61,"black","nogun","793","correct"
20,"b11",61,"black","gun","771","correct"
21,"w15",61,"white","gun","542","correct"
22,"b16",61,"black","gun","551","correct"
23,"b13",61,"black","nogun","673","correct"
24,"b01",61,"black","gun","585","correct"
25,"b90",61,"black","nogun","580","correct"
26,"w17",61,"white","nogun","616","correct"
27,"w14",61,"white","gun","456","correct"
28,"b09",61,"black","nogun","585","correct"
29,"w14",61,"white","gun","584","correct"
30,"w96",61,"white","gun","596","correct"
31,"w93",61,"white","gun","492","correct"
32,"w04",61,"white","nogun","503","correct"
33,"w04",61,"white","nogun","479","correct"
34,"b98",61,"black","nogun","709","correct"
35,"b93",61,"black","nogun","767","correct"
36,"w98",61,"white","gun","470","correct"
1,"b02",62,"black","nogun","699","correct"
2,"b09",62,"black","nogun","647","correct"
3,"w11",62,"white","gun","435","correct"
4,"b94",62,"black","gun","514","correct"
5,"w08",62,"white","nogun","597","correct"
6,"b98",62,"black","gun","525","correct"
7,"b98",62,"black","nogun","738","correct"
8,"w03",62,"white","nogun","734","correct"
9,"b98",62,"black","gun","419","correct"
10,"b92",62,"black","nogun","774","correct"
11,"w08",62,"white","gun",".","timeout"
12,"b08",62,"black","nogun","630","correct"
13,"w99",62,"white","nogun","619","correct"
14,"b12",62,"black","gun","517","correct"
15,"w04",62,"white","nogun","509","correct"
16,"b91",62,"black","nogun","631","correct"
17,"b94",62,"black","nogun","754","correct"
18,"b10",62,"black","nogun","807","correct"
19,"w90",62,"white","gun","554","correct"
20,"b03",62,"black","nogun","587","correct"
21,"b07",62,"black","gun","479","correct"
22,"w07",62,"white","gun","537","correct"
23,"b98",62,"black","gun","614","correct"
24,"w04",62,"white","gun","561","correct"
25,"b09",62,"black","nogun","570","correct"
26,"w07",62,"white","gun","612","correct"
27,"b96",62,"black","nogun","524","correct"
28,"w99",62,"white","nogun","675","correct"
29,"b99",62,"black","gun","367","correct"
30,"b08",62,"black","nogun","709","correct"
31,"b08",62,"black","gun","517","correct"
32,"b12",62,"black","gun","432","correct"
33,"b16",62,"black","gun","504","correct"
34,"b13",62,"black","gun","595","correct"
35,"b92",62,"black","gun","682","correct"
36,"w15",62,"white","gun","465","correct"
1,"w19",63,"white","gun","475","correct"
2,"b02",63,"black","nogun","586","correct"
3,"w04",63,"white","nogun","606","correct"
4,"b99",63,"black","gun","476","correct"
5,"w98",63,"white","gun","848","incorrect"
6,"b11",63,"black","gun","628","correct"
7,"w98",63,"white","gun","499","correct"
8,"w90",63,"white","nogun","589","correct"
9,"w91",63,"white","gun","584","correct"
10,"b94",63,"black","nogun","724","correct"
11,"w03",63,"white","gun","551","correct"
12,"w08",63,"white","nogun","706","correct"
13,"b99",63,"black","nogun","594","correct"
14,"b94",63,"black","nogun","695","correct"
15,"b09",63,"black","gun","692","correct"
16,"b93",63,"black","nogun","552","correct"
17,"w02",63,"white","nogun","604","correct"
18,"b03",63,"black","nogun","569","correct"
19,"b14",63,"black","nogun","750","correct"
20,"w14",63,"white","nogun","606","correct"
21,"b97",63,"black","nogun","629","correct"
22,"b96",63,"black","nogun","523","correct"
23,"b93",63,"black","gun","486","correct"
24,"w99",63,"white","gun","683","correct"
25,"w19",63,"white","gun","390","correct"
26,"w04",63,"white","gun","459","correct"
27,"w95",63,"white","nogun","596","correct"
28,"b16",63,"black","nogun","635","correct"
29,"w91",63,"white","gun","558","correct"
30,"b04",63,"black","gun","612","correct"
31,"w99",63,"white","gun","517","correct"
32,"w05",63,"white","nogun","597","correct"
33,"b12",63,"black","gun","445","correct"
34,"b05",63,"black","gun","554","correct"
35,"b97",63,"black","gun","682","correct"
36,"b97",63,"black","gun","458","correct"
1,"b96",64,"black","gun","478","correct"
2,"w98",64,"white","nogun","585","correct"
3,"b92",64,"black","gun","494","correct"
4,"w06",64,"white","gun","466","correct"
5,"w14",64,"white","nogun","753","correct"
6,"w07",64,"white","nogun","552","correct"
7,"b91",64,"black","gun","485","correct"
8,"b03",64,"black","gun","663","correct"
9,"w01",64,"white","gun","577","correct"
10,"b92",64,"black","gun","613","correct"
11,"w02",64,"white","nogun","513","correct"
12,"b94",64,"black","nogun","677","correct"
13,"w96",64,"white","gun","640","correct"
14,"w02",64,"white","nogun","570","correct"
15,"w06",64,"white","nogun","566","incorrect"
16,"b91",64,"black","gun","509","correct"
17,"b92",64,"black","gun","583","correct"
18,"b01",64,"black","gun","726","incorrect"
19,"w05",64,"white","nogun","655","correct"
20,"w94",64,"white","nogun","553","correct"
21,"b91",64,"black","nogun",".","timeout"
22,"w03",64,"white","gun","565","correct"
23,"w14",64,"white","gun","536","correct"
24,"b16",64,"black","nogun","791","correct"
25,"w16",64,"white","nogun","608","correct"
26,"b03",64,"black","gun","569","correct"
27,"w19",64,"white","nogun","716","correct"
28,"w15",64,"white","nogun","517","correct"
29,"w98",64,"white","gun","435","correct"
30,"b12",64,"black","nogun","596","incorrect"
31,"w92",64,"white","gun","741","correct"
32,"w97",64,"white","nogun","515","correct"
33,"w94",64,"white","gun","430","correct"
34,"w94",64,"white","nogun","592","correct"
35,"w16",64,"white","nogun","652","correct"
36,"b13",64,"black","nogun","695","correct"
1,"b01",65,"black","nogun","817","correct"
2,"b93",65,"black","gun","774","correct"
3,"b03",65,"black","gun","451","correct"
4,"w93",65,"white","gun","469","correct"
5,"w05",65,"white","nogun","734","correct"
6,"w97",65,"white","gun","487","correct"
7,"b04",65,"black","nogun","595","correct"
8,"w13",65,"white","nogun","637","correct"
9,"w16",65,"white","nogun","634","correct"
10,"w98",65,"white","gun","433","correct"
11,"b07",65,"black","nogun","657","correct"
12,"w91",65,"white","gun","658","correct"
13,"w04",65,"white","gun","549","correct"
14,"b96",65,"black","gun","511","correct"
15,"w17",65,"white","gun","682","correct"
16,"b11",65,"black","nogun","515","correct"
17,"w99",65,"white","gun","584","correct"
18,"b92",65,"black","nogun",".","timeout"
19,"b92",65,"black","gun","536","correct"
20,"w93",65,"white","gun","602","correct"
21,"b03",65,"black","nogun","714","correct"
22,"w04",65,"white","nogun","598","correct"
23,"b16",65,"black","nogun","493","correct"
24,"b02",65,"black","nogun","710","correct"
25,"w13",65,"white","nogun","536","correct"
26,"b99",65,"black","nogun","632","correct"
27,"w99",65,"white","gun","661","correct"
28,"w14",65,"white","nogun","566","correct"
29,"w91",65,"white","nogun","532","correct"
30,"b90",65,"black","nogun","707","correct"
31,"b03",65,"black","nogun","564","correct"
32,"w14",65,"white","gun","440","correct"
33,"b96",65,"black","gun","496","correct"
34,"w93",65,"white","gun","542","correct"
35,"b05",65,"black","gun","535","correct"
36,"b04",65,"black","nogun","530","correct"
1,"b98",66,"black","gun","507","correct"
2,"w97",66,"white","gun","564","correct"
3,"b08",66,"black","nogun","715","correct"
4,"w96",66,"white","gun","472","correct"
5,"b10",66,"black","gun","565","correct"
6,"b09",66,"black","gun","552","correct"
7,"w94",66,"white","gun","448","correct"
8,"w03",66,"white","gun","628","correct"
9,"b97",66,"black","nogun",".","timeout"
10,"b14",66,"black","nogun","699","correct"
11,"b90",66,"black","nogun","551","correct"
12,"w92",66,"white","nogun","665","correct"
13,"b98",66,"black","gun","591","correct"
14,"b02",66,"black","gun","632","correct"
15,"w93",66,"white","nogun","576","correct"
16,"w07",66,"white","gun","630","correct"
17,"w16",66,"white","nogun","540","correct"
18,"b07",66,"black","nogun","812","incorrect"
19,"b08",66,"black","gun","486","correct"
20,"w92",66,"white","gun","778","correct"
21,"w96",66,"white","gun","577","correct"
22,"b13",66,"black","nogun",".","timeout"
23,"b13",66,"black","gun","617","correct"
24,"w16",66,"white","nogun","676","correct"
25,"w15",66,"white","nogun","561","correct"
26,"b94",66,"black","nogun","637","correct"
27,"b97",66,"black","gun","551","correct"
28,"b10",66,"black","nogun","611","correct"
29,"w08",66,"white","nogun","720","correct"
30,"b97",66,"black","gun","748","incorrect"
31,"b04",66,"black","nogun","697","correct"
32,"b12",66,"black","nogun","649","correct"
33,"b02",66,"black","gun","526","correct"
34,"w17",66,"white","nogun","670","correct"
35,"w96",66,"white","nogun","721","correct"
36,"b09",66,"black","nogun","535","correct"
1,"w13",67,"white","gun","599","correct"
2,"b04",67,"black","gun","673","correct"
3,"b98",67,"black","nogun","727","correct"
4,"b04",67,"black","gun","490","correct"
5,"w94",67,"white","gun","436","correct"
6,"b05",67,"black","nogun","589","correct"
7,"b95",67,"black","gun","637","correct"
8,"b90",67,"black","nogun","776","correct"
9,"b94",67,"black","gun","554","correct"
10,"w03",67,"white","gun","563","correct"
11,"w94",67,"white","gun","601","correct"
12,"b95",67,"black","gun","536","correct"
13,"w07",67,"white","gun","568","correct"
14,"w06",67,"white","gun",".","timeout"
15,"b07",67,"black","nogun","765","correct"
16,"b02",67,"black","gun","496","correct"
17,"b93",67,"black","gun","579","correct"
18,"b93",67,"black","gun","694","correct"
19,"w99",67,"white","gun","610","correct"
20,"w98",67,"white","gun","597","correct"
21,"b04",67,"black","gun","657","correct"
22,"w17",67,"white","nogun","621","correct"
23,"w08",67,"white","gun","525","incorrect"
24,"w03",67,"white","nogun","790","correct"
25,"b04",67,"black","gun","537","correct"
26,"b98",67,"black","nogun","644","correct"
27,"w16",67,"white","nogun","546","correct"
28,"b02",67,"black","nogun","510","correct"
29,"w90",67,"white","nogun","687","correct"
30,"b91",67,"black","gun","612","correct"
31,"w99",67,"white","nogun","544","correct"
32,"b07",67,"black","gun","475","correct"
33,"w14",67,"white","nogun","616","correct"
34,"w99",67,"white","gun","700","correct"
35,"b13",67,"black","nogun","832","correct"
36,"w11",67,"white","gun","471","correct"
1,"b12",68,"black","gun","458","correct"
2,"b95",68,"black","gun","490","correct"
3,"w95",68,"white","nogun","517","correct"
4,"b94",68,"black","nogun","723","correct"
5,"w90",68,"white","nogun",".","timeout"
6,"w95",68,"white","nogun","674","correct"
7,"b08",68,"black","gun","397","correct"
8,"b98",68,"black","nogun","638","correct"
9,"w99",68,"white","gun","560","correct"
10,"w99",68,"white","gun","548","correct"
11,"w97",68,"white","nogun","571","correct"
12,"w04",68,"white","nogun","593","correct"
13,"w99",68,"white","gun","759","correct"
14,"w92",68,"white","gun","744","correct"
15,"b02",68,"black","gun","697","correct"
16,"w04",68,"white","gun","514","correct"
17,"b05",68,"black","nogun","593","correct"
18,"w93",68,"white","nogun","687","correct"
19,"b12",68,"black","gun","508","correct"
20,"w91",68,"white","gun","644","correct"
21,"b02",68,"black","nogun","685","correct"
22,"b13",68,"black","gun","433","correct"
23,"w06",68,"white","nogun","684","correct"
24,"b98",68,"black","nogun","664","correct"
25,"w11",68,"white","gun","506","correct"
26,"b05",68,"black","gun","494","correct"
27,"b11",68,"black","nogun","572","correct"
28,"w93",68,"white","gun","504","correct"
29,"b94",68,"black","nogun","642","correct"
30,"b09",68,"black","nogun","634","correct"
31,"w14",68,"white","nogun","551","correct"
32,"b03",68,"black","nogun","548","correct"
33,"w02",68,"white","gun","677","correct"
34,"b97",68,"black","gun","479","correct"
35,"b10",68,"black","nogun","718","correct"
36,"w08",68,"white","gun","542","correct"
1,"b01",69,"black","gun","508","correct"
2,"b17",69,"black","nogun","682","correct"
3,"w05",69,"white","nogun","754","correct"
4,"b97",69,"black","nogun","817","correct"
5,"w07",69,"white","gun","614","correct"
6,"w96",69,"white","gun","509","correct"
7,"w92",69,"white","gun","726","incorrect"
8,"w07",69,"white","gun","684","correct"
9,"b92",69,"black","gun","434","correct"
10,"b04",69,"black","gun","579","correct"
11,"b96",69,"black","nogun","539","correct"
12,"w06",69,"white","gun","759","correct"
13,"b05",69,"black","gun","539","correct"
14,"b01",69,"black","gun","481","correct"
15,"w05",69,"white","gun","500","correct"
16,"b12",69,"black","gun","478","correct"
17,"b13",69,"black","gun","546","correct"
18,"w15",69,"white","nogun","551","correct"
19,"b03",69,"black","nogun","558","correct"
20,"w16",69,"white","nogun","680","correct"
21,"w92",69,"white","gun",".","timeout"
22,"b93",69,"black","nogun","600","correct"
23,"b99",69,"black","nogun","664","correct"
24,"b92",69,"black","gun","602","correct"
25,"w01",69,"white","gun","580","correct"
26,"w11",69,"white","nogun","611","correct"
27,"b10",69,"black","nogun","541","correct"
28,"b98",69,"black","gun","474","correct"
29,"w94",69,"white","nogun","598","correct"
30,"w96",69,"white","nogun",".","timeout"
31,"b09",69,"black","nogun","579","correct"
32,"w03",69,"white","nogun","548","correct"
33,"b11",69,"black","gun","544","correct"
34,"b96",69,"black","gun","498","correct"
35,"b95",69,"black","nogun","796","correct"
36,"b16",69,"black","nogun","509","correct"
1,"w94",70,"white","nogun","620","correct"
2,"w94",70,"white","nogun","671","correct"
3,"w97",70,"white","nogun","536","correct"
4,"w05",70,"white","gun","509","correct"
5,"b90",70,"black","gun","532","correct"
6,"w14",70,"white","gun","602","correct"
7,"b14",70,"black","nogun","522","incorrect"
8,"w91",70,"white","gun","692","correct"
9,"w15",70,"white","gun","511","correct"
10,"w14",70,"white","nogun","595","correct"
11,"b92",70,"black","gun","644","correct"
12,"b11",70,"black","nogun","681","correct"
13,"w15",70,"white","gun","595","correct"
14,"b95",70,"black","gun","501","correct"
15,"b90",70,"black","nogun","494","correct"
16,"b92",70,"black","gun","463","correct"
17,"w07",70,"white","gun","569","correct"
18,"w04",70,"white","gun","550","correct"
19,"b95",70,"black","gun","555","correct"
20,"b96",70,"black","gun","647","correct"
21,"b09",70,"black","nogun","550","correct"
22,"b02",70,"black","gun","543","correct"
23,"b14",70,"black","gun","558","correct"
24,"b08",70,"black","gun","491","correct"
25,"b03",70,"black","nogun","630","correct"
26,"w19",70,"white","gun","474","incorrect"
27,"b05",70,"black","nogun","528","correct"
28,"b14",70,"black","gun","564","correct"
29,"w96",70,"white","gun","523","correct"
30,"b14",70,"black","nogun","831","correct"
31,"b98",70,"black","nogun","657","correct"
32,"b98",70,"black","gun","452","correct"
33,"w19",70,"white","nogun","624","correct"
34,"b91",70,"black","nogun","617","correct"
35,"b17",70,"black","nogun","669","correct"
36,"b98",70,"black","gun","512","correct"
1,"w99",71,"white","gun","468","correct"
2,"b08",71,"black","gun","499","correct"
3,"w15",71,"white","nogun","614","correct"
4,"b93",71,"black","gun","492","correct"
5,"w19",71,"white","gun","524","correct"
6,"b10",71,"black","gun","701","correct"
7,"b91",71,"black","nogun","606","correct"
8,"b92",71,"black","gun","570","correct"
9,"w90",71,"white","nogun","644","correct"
10,"w95",71,"white","nogun","634","correct"
